Date,Ticker,Cluster_Label,Assigned_View_Position
2023-08-31,STB,1,Long
2023-08-31,SHB,2,Short
2023-08-31,LPB,1,Long
2023-08-31,BAB,0,Neutral
2023-08-31,KLB,2,Short
2023-08-31,VBB,2,Short
2023-09-30,VCB,0,Neutral
2023-09-30,BID,0,Neutral
2023-09-30,CTG,0,Neutral
2023-09-30,MBB,0,Neutral
2023-09-30,TCB,0,Neutral
2023-09-30,ACB,0,Neutral
2023-09-30,VPB,1,Long
2023-09-30,HDB,0,Neutral
2023-09-30,VIB,1,Long
2023-09-30,TPB,1,Long
2023-09-30,STB,1,Long
2023-09-30,SHB,1,Long
2023-09-30,LPB,1,Long
2023-09-30,BAB,0,Neutral
2023-09-30,KLB,2,Short
2023-09-30,VBB,2,Short
2023-09-30,BVB,2,Short
2023-10-31,VCB,0,Neutral
2023-10-31,BID,0,Neutral
2023-10-31,CTG,0,Neutral
2023-10-31,MBB,0,Neutral
2023-10-31,TCB,0,Neutral
2023-10-31,ACB,0,Neutral
2023-10-31,VPB,2,Long
2023-10-31,HDB,0,Neutral
2023-10-31,VIB,2,Long
2023-10-31,TPB,2,Long
2023-10-31,STB,2,Long
2023-10-31,SHB,1,Short
2023-10-31,LPB,2,Long
2023-10-31,BAB,0,Neutral
2023-10-31,KLB,1,Short
2023-10-31,VBB,1,Short
2023-10-31,BVB,1,Short
2023-11-30,VCB,0,Neutral
2023-11-30,BID,0,Neutral
2023-11-30,CTG,0,Neutral
2023-11-30,MBB,1,Long
2023-11-30,TCB,0,Neutral
2023-11-30,ACB,0,Neutral
2023-11-30,VPB,1,Long
2023-11-30,HDB,0,Neutral
2023-11-30,VIB,1,Long
2023-11-30,TPB,1,Long
2023-11-30,STB,1,Long
2023-11-30,SHB,2,Short
2023-11-30,LPB,1,Long
2023-11-30,BAB,0,Neutral
2023-11-30,KLB,2,Short
2023-11-30,VBB,2,Short
2023-11-30,BVB,2,Short
2023-12-31,VCB,0,Neutral
2023-12-31,BID,0,Neutral
2023-12-31,CTG,0,Neutral
2023-12-31,MBB,0,Neutral
2023-12-31,TCB,1,Long
2023-12-31,ACB,0,Neutral
2023-12-31,VPB,1,Long
2023-12-31,HDB,0,Neutral
2023-12-31,VIB,1,Long
2023-12-31,TPB,1,Long
2023-12-31,STB,1,Long
2023-12-31,SHB,2,Short
2023-12-31,LPB,1,Long
2023-12-31,NAB,1,Long
2023-12-31,BAB,0,Neutral
2023-12-31,KLB,2,Short
2023-12-31,VBB,2,Short
2023-12-31,SGB,2,Short
2023-12-31,BVB,2,Short
2024-01-31,VCB,0,Neutral
2024-01-31,BID,0,Neutral
2024-01-31,CTG,0,Neutral
2024-01-31,MBB,0,Neutral
2024-01-31,TCB,1,Short
2024-01-31,ACB,0,Neutral
2024-01-31,VPB,2,Long
2024-01-31,HDB,0,Neutral
2024-01-31,VIB,2,Long
2024-01-31,TPB,2,Long
2024-01-31,STB,2,Long
2024-01-31,SHB,1,Short
2024-01-31,LPB,2,Long
2024-01-31,NAB,2,Long
2024-01-31,BAB,0,Neutral
2024-01-31,KLB,1,Short
2024-01-31,VBB,1,Short
2024-01-31,SGB,1,Short
2024-01-31,BVB,1,Short
2024-02-29,VCB,2,Neutral
2024-02-29,BID,2,Neutral
2024-02-29,CTG,2,Neutral
2024-02-29,MBB,2,Neutral
2024-02-29,TCB,0,Short
2024-02-29,ACB,2,Neutral
2024-02-29,VPB,2,Neutral
2024-02-29,HDB,2,Neutral
2024-02-29,VIB,1,Long
2024-02-29,TPB,2,Neutral
2024-02-29,STB,1,Long
2024-02-29,SHB,0,Short
2024-02-29,LPB,1,Long
2024-02-29,MSB,2,Neutral
2024-02-29,NAB,1,Long
2024-02-29,BAB,0,Short
2024-02-29,KLB,0,Short
2024-02-29,PGB,1,Long
2024-02-29,VBB,0,Short
2024-02-29,SGB,0,Short
2024-02-29,ABB,0,Short
2024-02-29,BVB,0,Short
2024-03-31,VCB,2,Neutral
2024-03-31,BID,2,Neutral
2024-03-31,CTG,2,Neutral
2024-03-31,MBB,2,Neutral
2024-03-31,TCB,1,Short
2024-03-31,ACB,2,Neutral
2024-03-31,VPB,2,Neutral
2024-03-31,HDB,2,Neutral
2024-03-31,VIB,0,Long
2024-03-31,TPB,2,Neutral
2024-03-31,STB,0,Long
2024-03-31,SHB,0,Long
2024-03-31,LPB,0,Long
2024-03-31,MSB,2,Neutral
2024-03-31,OCB,2,Neutral
2024-03-31,NAB,0,Long
2024-03-31,BAB,1,Short
2024-03-31,KLB,1,Short
2024-03-31,PGB,0,Long
2024-03-31,VBB,1,Short
2024-03-31,SGB,1,Short
2024-03-31,ABB,1,Short
2024-03-31,BVB,1,Short
2024-04-30,VCB,2,Neutral
2024-04-30,BID,2,Neutral
2024-04-30,CTG,2,Neutral
2024-04-30,MBB,2,Neutral
2024-04-30,TCB,1,Short
2024-04-30,ACB,2,Neutral
2024-04-30,VPB,2,Neutral
2024-04-30,HDB,2,Neutral
2024-04-30,VIB,2,Neutral
2024-04-30,TPB,2,Neutral
2024-04-30,STB,0,Long
2024-04-30,SHB,0,Long
2024-04-30,LPB,0,Long
2024-04-30,MSB,2,Neutral
2024-04-30,OCB,2,Neutral
2024-04-30,NAB,0,Long
2024-04-30,BAB,1,Short
2024-04-30,KLB,1,Short
2024-04-30,PGB,0,Long
2024-04-30,VBB,1,Short
2024-04-30,SGB,1,Short
2024-04-30,ABB,1,Short
2024-04-30,BVB,1,Short
2024-05-31,VCB,0,Neutral
2024-05-31,BID,0,Neutral
2024-05-31,CTG,0,Neutral
2024-05-31,MBB,0,Neutral
2024-05-31,TCB,0,Neutral
2024-05-31,ACB,0,Neutral
2024-05-31,VPB,0,Neutral
2024-05-31,HDB,0,Neutral
2024-05-31,VIB,0,Neutral
2024-05-31,TPB,0,Neutral
2024-05-31,STB,2,Long
2024-05-31,SHB,1,Short
2024-05-31,LPB,2,Long
2024-05-31,SSB,0,Neutral
2024-05-31,MSB,0,Neutral
2024-05-31,OCB,0,Neutral
2024-05-31,NAB,2,Long
2024-05-31,BAB,1,Short
2024-05-31,KLB,1,Short
2024-05-31,PGB,2,Long
2024-05-31,VBB,1,Short
2024-05-31,SGB,1,Short
2024-05-31,ABB,1,Short
2024-05-31,BVB,1,Short
2024-06-30,VCB,0,Long
2024-06-30,BID,0,Long
2024-06-30,CTG,0,Long
2024-06-30,MBB,0,Long
2024-06-30,TCB,0,Long
2024-06-30,ACB,0,Long
2024-06-30,VPB,1,Short
2024-06-30,HDB,0,Long
2024-06-30,VIB,2,Neutral
2024-06-30,TPB,0,Long
2024-06-30,STB,2,Neutral
2024-06-30,SHB,1,Short
2024-06-30,LPB,0,Long
2024-06-30,SSB,0,Long
2024-06-30,MSB,0,Long
2024-06-30,OCB,0,Long
2024-06-30,NAB,0,Long
2024-06-30,BAB,1,Short
2024-06-30,KLB,1,Short
2024-06-30,PGB,2,Neutral
2024-06-30,VBB,2,Neutral
2024-06-30,SGB,2,Neutral
2024-06-30,ABB,1,Short
2024-06-30,BVB,2,Neutral
2024-07-31,VCB,2,Long
2024-07-31,BID,2,Long
2024-07-31,CTG,2,Long
2024-07-31,MBB,2,Long
2024-07-31,TCB,2,Long
2024-07-31,ACB,2,Long
2024-07-31,VPB,1,Short
2024-07-31,HDB,2,Long
2024-07-31,VIB,0,Neutral
2024-07-31,TPB,2,Long
2024-07-31,STB,0,Neutral
2024-07-31,SHB,1,Short
2024-07-31,LPB,2,Long
2024-07-31,SSB,2,Long
2024-07-31,MSB,2,Long
2024-07-31,OCB,2,Long
2024-07-31,NAB,2,Long
2024-07-31,BAB,1,Short
2024-07-31,KLB,0,Neutral
2024-07-31,PGB,0,Neutral
2024-07-31,VBB,0,Neutral
2024-07-31,SGB,1,Short
2024-07-31,ABB,1,Short
2024-07-31,BVB,1,Short
2024-08-31,VCB,0,Neutral
2024-08-31,BID,1,Long
2024-08-31,CTG,0,Neutral
2024-08-31,MBB,0,Neutral
2024-08-31,TCB,1,Long
2024-08-31,ACB,0,Neutral
2024-08-31,VPB,0,Neutral
2024-08-31,HDB,0,Neutral
2024-08-31,VIB,2,Short
2024-08-31,TPB,1,Long
2024-08-31,STB,1,Long
2024-08-31,SHB,2,Short
2024-08-31,LPB,1,Long
2024-08-31,SSB,0,Neutral
2024-08-31,MSB,0,Neutral
2024-08-31,OCB,0,Neutral
2024-08-31,NAB,1,Long
2024-08-31,BAB,0,Neutral
2024-08-31,KLB,2,Short
2024-08-31,PGB,1,Long
2024-08-31,VBB,2,Short
2024-08-31,SGB,0,Neutral
2024-08-31,ABB,2,Short
2024-08-31,BVB,2,Short
2024-09-30,VCB,0,Long
2024-09-30,BID,0,Long
2024-09-30,CTG,0,Long
2024-09-30,MBB,0,Long
2024-09-30,TCB,2,Neutral
2024-09-30,ACB,0,Long
2024-09-30,VPB,1,Short
2024-09-30,HDB,0,Long
2024-09-30,VIB,2,Neutral
2024-09-30,TPB,0,Long
2024-09-30,STB,2,Neutral
2024-09-30,SHB,1,Short
2024-09-30,LPB,0,Long
2024-09-30,SSB,1,Short
2024-09-30,MSB,1,Short
2024-09-30,OCB,1,Short
2024-09-30,NAB,0,Long
2024-09-30,BAB,1,Short
2024-09-30,KLB,2,Neutral
2024-09-30,PGB,2,Neutral
2024-09-30,VAB,1,Short
2024-09-30,VBB,2,Neutral
2024-09-30,SGB,1,Short
2024-09-30,ABB,1,Short
2024-09-30,BVB,1,Short
2024-10-31,VCB,1,Long
2024-10-31,BID,1,Long
2024-10-31,CTG,1,Long
2024-10-31,MBB,1,Long
2024-10-31,TCB,2,Neutral
2024-10-31,ACB,1,Long
2024-10-31,VPB,0,Short
2024-10-31,HDB,1,Long
2024-10-31,VIB,2,Neutral
2024-10-31,TPB,2,Neutral
2024-10-31,STB,2,Neutral
2024-10-31,SHB,0,Short
2024-10-31,LPB,1,Long
2024-10-31,SSB,0,Short
2024-10-31,MSB,0,Short
2024-10-31,OCB,0,Short
2024-10-31,NAB,1,Long
2024-10-31,BAB,0,Short
2024-10-31,KLB,2,Neutral
2024-10-31,PGB,2,Neutral
2024-10-31,VAB,0,Short
2024-10-31,VBB,2,Neutral
2024-10-31,SGB,0,Short
2024-10-31,ABB,0,Short
2024-10-31,BVB,0,Short
2024-11-30,VCB,1,Long
2024-11-30,BID,1,Long
2024-11-30,CTG,1,Long
2024-11-30,MBB,1,Long
2024-11-30,TCB,0,Neutral
2024-11-30,ACB,1,Long
2024-11-30,VPB,2,Short
2024-11-30,HDB,1,Long
2024-11-30,VIB,0,Neutral
2024-11-30,TPB,0,Neutral
2024-11-30,STB,0,Neutral
2024-11-30,SHB,2,Short
2024-11-30,LPB,1,Long
2024-11-30,SSB,2,Short
2024-11-30,MSB,2,Short
2024-11-30,OCB,2,Short
2024-11-30,NAB,1,Long
2024-11-30,BAB,2,Short
2024-11-30,KLB,0,Neutral
2024-11-30,PGB,0,Neutral
2024-11-30,VAB,2,Short
2024-11-30,VBB,0,Neutral
2024-11-30,SGB,2,Short
2024-11-30,ABB,2,Short
2024-11-30,BVB,2,Short
2024-12-31,VCB,0,Long
2024-12-31,BID,0,Long
2024-12-31,CTG,0,Long
2024-12-31,MBB,0,Long
2024-12-31,TCB,0,Long
2024-12-31,ACB,0,Long
2024-12-31,VPB,1,Short
2024-12-31,HDB,0,Long
2024-12-31,VIB,0,Long
2024-12-31,TPB,0,Long
2024-12-31,STB,0,Long
2024-12-31,SHB,1,Short
2024-12-31,LPB,0,Long
2024-12-31,SSB,1,Short
2024-12-31,MSB,1,Short
2024-12-31,OCB,1,Short
2024-12-31,NAB,0,Long
2024-12-31,BAB,1,Short
2024-12-31,KLB,2,Neutral
2024-12-31,PGB,2,Neutral
2024-12-31,VAB,1,Short
2024-12-31,VBB,2,Neutral
2024-12-31,SGB,1,Short
2024-12-31,ABB,1,Short
2024-12-31,BVB,1,Short
2025-01-31,VCB,0,Long
2025-01-31,BID,0,Long
2025-01-31,CTG,0,Long
2025-01-31,MBB,0,Long
2025-01-31,TCB,0,Long
2025-01-31,ACB,0,Long
2025-01-31,VPB,1,Short
2025-01-31,HDB,0,Long
2025-01-31,VIB,0,Long
2025-01-31,TPB,0,Long
2025-01-31,STB,0,Long
2025-01-31,SHB,1,Short
2025-01-31,LPB,0,Long
2025-01-31,SSB,1,Short
2025-01-31,MSB,1,Short
2025-01-31,OCB,1,Short
2025-01-31,NAB,0,Long
2025-01-31,BAB,1,Short
2025-01-31,KLB,2,Neutral
2025-01-31,PGB,2,Neutral
2025-01-31,VAB,1,Short
2025-01-31,VBB,2,Neutral
2025-01-31,SGB,1,Short
2025-01-31,ABB,1,Short
2025-01-31,BVB,1,Short
2025-02-28,VCB,2,Neutral
2025-02-28,BID,1,Long
2025-02-28,CTG,1,Long
2025-02-28,MBB,1,Long
2025-02-28,TCB,1,Long
2025-02-28,ACB,2,Neutral
2025-02-28,VPB,0,Short
2025-02-28,HDB,1,Long
2025-02-28,VIB,0,Short
2025-02-28,TPB,0,Short
2025-02-28,STB,1,Long
2025-02-28,SHB,0,Short
2025-02-28,LPB,1,Long
2025-02-28,SSB,2,Neutral
2025-02-28,MSB,0,Short
2025-02-28,OCB,0,Short
2025-02-28,NAB,1,Long
2025-02-28,BAB,2,Neutral
2025-02-28,KLB,0,Short
2025-02-28,PGB,0,Short
2025-02-28,VAB,0,Short
2025-02-28,VBB,0,Short
2025-02-28,SGB,2,Neutral
2025-02-28,ABB,0,Short
2025-02-28,BVB,0,Short
2025-03-31,VCB,2,Neutral
2025-03-31,BID,1,Long
2025-03-31,CTG,1,Long
2025-03-31,MBB,1,Long
2025-03-31,TCB,1,Long
2025-03-31,ACB,2,Neutral
2025-03-31,VPB,0,Short
2025-03-31,HDB,1,Long
2025-03-31,VIB,1,Long
2025-03-31,TPB,0,Short
2025-03-31,STB,1,Long
2025-03-31,SHB,0,Short
2025-03-31,LPB,1,Long
2025-03-31,SSB,2,Neutral
2025-03-31,MSB,0,Short
2025-03-31,OCB,0,Short
2025-03-31,NAB,1,Long
2025-03-31,BAB,2,Neutral
2025-03-31,KLB,0,Short
2025-03-31,PGB,0,Short
2025-03-31,VAB,0,Short
2025-03-31,VBB,0,Short
2025-03-31,SGB,2,Neutral
2025-03-31,ABB,0,Short
2025-03-31,BVB,0,Short
2025-04-30,VCB,1,Neutral
2025-04-30,BID,2,Long
2025-04-30,CTG,2,Long
2025-04-30,MBB,2,Long
2025-04-30,TCB,2,Long
2025-04-30,ACB,1,Neutral
2025-04-30,VPB,0,Short
2025-04-30,HDB,2,Long
2025-04-30,VIB,0,Short
2025-04-30,TPB,0,Short
2025-04-30,STB,2,Long
2025-04-30,SHB,0,Short
2025-04-30,LPB,2,Long
2025-04-30,SSB,1,Neutral
2025-04-30,MSB,0,Short
2025-04-30,OCB,0,Short
2025-04-30,NAB,2,Long
2025-04-30,BAB,1,Neutral
2025-04-30,KLB,0,Short
2025-04-30,PGB,0,Short
2025-04-30,VAB,0,Short
2025-04-30,VBB,0,Short
2025-04-30,SGB,1,Neutral
2025-04-30,ABB,0,Short
2025-04-30,BVB,0,Short
2025-05-31,VCB,2,Neutral
2025-05-31,BID,1,Long
2025-05-31,CTG,1,Long
2025-05-31,MBB,1,Long
2025-05-31,TCB,1,Long
2025-05-31,ACB,2,Neutral
2025-05-31,VPB,0,Short
2025-05-31,HDB,1,Long
2025-05-31,VIB,0,Short
2025-05-31,TPB,0,Short
2025-05-31,STB,1,Long
2025-05-31,SHB,0,Short
2025-05-31,LPB,1,Long
2025-05-31,SSB,2,Neutral
2025-05-31,MSB,0,Short
2025-05-31,OCB,0,Short
2025-05-31,NAB,1,Long
2025-05-31,BAB,2,Neutral
2025-05-31,KLB,0,Short
2025-05-31,PGB,0,Short
2025-05-31,VAB,0,Short
2025-05-31,VBB,0,Short
2025-05-31,SGB,2,Neutral
2025-05-31,ABB,0,Short
2025-05-31,BVB,0,Short
2025-06-30,VCB,1,Neutral
2025-06-30,BID,2,Long
2025-06-30,CTG,2,Long
2025-06-30,MBB,2,Long
2025-06-30,TCB,2,Long
2025-06-30,ACB,1,Neutral
2025-06-30,VPB,0,Short
2025-06-30,HDB,2,Long
2025-06-30,VIB,0,Short
2025-06-30,TPB,0,Short
2025-06-30,STB,2,Long
2025-06-30,SHB,2,Long
2025-06-30,LPB,2,Long
2025-06-30,SSB,1,Neutral
2025-06-30,MSB,0,Short
2025-06-30,OCB,0,Short
2025-06-30,NAB,2,Long
2025-06-30,BAB,1,Neutral
2025-06-30,KLB,0,Short
2025-06-30,PGB,0,Short
2025-06-30,VAB,0,Short
2025-06-30,VBB,0,Short
2025-06-30,SGB,1,Neutral
2025-06-30,ABB,0,Short
2025-06-30,BVB,0,Short
2025-07-31,VCB,1,Short
2025-07-31,BID,0,Long
2025-07-31,CTG,0,Long
2025-07-31,MBB,0,Long
2025-07-31,TCB,0,Long
2025-07-31,ACB,1,Short
2025-07-31,VPB,1,Short
2025-07-31,HDB,0,Long
2025-07-31,VIB,0,Long
2025-07-31,TPB,1,Short
2025-07-31,STB,0,Long
2025-07-31,SHB,0,Long
2025-07-31,LPB,0,Long
2025-07-31,SSB,1,Short
2025-07-31,MSB,1,Short
2025-07-31,OCB,1,Short
2025-07-31,NAB,0,Long
2025-07-31,BAB,1,Short
2025-07-31,KLB,2,Neutral
2025-07-31,PGB,2,Neutral
2025-07-31,VAB,0,Long
2025-07-31,VBB,2,Neutral
2025-07-31,SGB,1,Short
2025-07-31,ABB,1,Short
2025-07-31,BVB,1,Short
2025-08-31,VCB,0,Short
2025-08-31,BID,2,Long
2025-08-31,CTG,2,Long
2025-08-31,MBB,2,Long
2025-08-31,TCB,2,Long
2025-08-31,ACB,0,Short
2025-08-31,VPB,0,Short
2025-08-31,HDB,2,Long
2025-08-31,VIB,2,Long
2025-08-31,TPB,0,Short
2025-08-31,STB,2,Long
2025-08-31,SHB,2,Long
2025-08-31,LPB,2,Long
2025-08-31,SSB,0,Short
2025-08-31,MSB,0,Short
2025-08-31,OCB,0,Short
2025-08-31,NAB,2,Long
2025-08-31,BAB,0,Short
2025-08-31,KLB,1,Neutral
2025-08-31,PGB,1,Neutral
2025-08-31,VAB,2,Long
2025-08-31,VBB,1,Neutral
2025-08-31,SGB,0,Short
2025-08-31,ABB,0,Short
2025-08-31,BVB,0,Short
2025-09-30,VCB,1,Neutral
2025-09-30,BID,1,Neutral
2025-09-30,CTG,0,Long
2025-09-30,MBB,0,Long
2025-09-30,TCB,0,Long
2025-09-30,ACB,1,Neutral
2025-09-30,VPB,0,Long
2025-09-30,HDB,0,Long
2025-09-30,VIB,1,Neutral
2025-09-30,TPB,1,Neutral
2025-09-30,STB,0,Long
2025-09-30,SHB,0,Long
2025-09-30,LPB,0,Long
2025-09-30,SSB,1,Neutral
2025-09-30,MSB,1,Neutral
2025-09-30,OCB,1,Neutral
2025-09-30,NAB,0,Long
2025-09-30,BAB,1,Neutral
2025-09-30,KLB,2,Short
2025-09-30,PGB,2,Short
2025-09-30,VAB,0,Long
2025-09-30,VBB,0,Long
2025-09-30,SGB,1,Neutral
2025-09-30,ABB,2,Short
2025-09-30,BVB,1,Neutral
2025-10-31,VCB,1,Neutral
2025-10-31,BID,0,Long
2025-10-31,CTG,0,Long
2025-10-31,MBB,0,Long
2025-10-31,TCB,0,Long
2025-10-31,ACB,1,Neutral
2025-10-31,VPB,0,Long
2025-10-31,HDB,0,Long
2025-10-31,VIB,0,Long
2025-10-31,TPB,0,Long
2025-10-31,STB,0,Long
2025-10-31,SHB,0,Long
2025-10-31,LPB,0,Long
2025-10-31,SSB,1,Neutral
2025-10-31,MSB,0,Long
2025-10-31,OCB,0,Long
2025-10-31,NAB,0,Long
2025-10-31,BAB,1,Neutral
2025-10-31,KLB,2,Short
2025-10-31,PGB,2,Short
2025-10-31,VAB,0,Long
2025-10-31,VBB,0,Long
2025-10-31,SGB,1,Neutral
2025-10-31,ABB,2,Short
2025-10-31,BVB,0,Long
2025-11-30,VCB,1,Short
2025-11-30,BID,1,Short
2025-11-30,CTG,2,Long
2025-11-30,MBB,2,Long
2025-11-30,TCB,2,Long
2025-11-30,ACB,1,Short
2025-11-30,VPB,0,Neutral
2025-11-30,HDB,2,Long
2025-11-30,VIB,0,Neutral
2025-11-30,TPB,0,Neutral
2025-11-30,STB,2,Long
2025-11-30,SHB,2,Long
2025-11-30,LPB,2,Long
2025-11-30,SSB,1,Short
2025-11-30,MSB,0,Neutral
2025-11-30,OCB,0,Neutral
2025-11-30,NAB,2,Long
2025-11-30,BAB,1,Short
2025-11-30,KLB,0,Neutral
2025-11-30,PGB,0,Neutral
2025-11-30,VAB,0,Neutral
2025-11-30,VBB,0,Neutral
2025-11-30,SGB,1,Short
2025-11-30,ABB,0,Neutral
2025-11-30,BVB,0,Neutral
2025-12-31,VCB,0,Short
2025-12-31,BID,0,Short
2025-12-31,CTG,0,Short
2025-12-31,MBB,2,Long
2025-12-31,TCB,2,Long
2025-12-31,ACB,0,Short
2025-12-31,VPB,1,Neutral
2025-12-31,HDB,2,Long
2025-12-31,VIB,1,Neutral
2025-12-31,TPB,1,Neutral
2025-12-31,STB,2,Long
2025-12-31,SHB,2,Long
2025-12-31,LPB,2,Long
2025-12-31,SSB,0,Short
2025-12-31,MSB,1,Neutral
2025-12-31,OCB,0,Short
2025-12-31,NAB,2,Long
2025-12-31,BAB,0,Short
2025-12-31,KLB,1,Neutral
2025-12-31,PGB,1,Neutral
2025-12-31,VAB,1,Neutral
2025-12-31,VBB,1,Neutral
2025-12-31,SGB,0,Short
2025-12-31,ABB,1,Neutral
2025-12-31,BVB,0,Short
2026-01-31,VCB,1,Short
2026-01-31,BID,1,Short
2026-01-31,CTG,1,Short
2026-01-31,MBB,2,Long
2026-01-31,TCB,2,Long
2026-01-31,ACB,1,Short
2026-01-31,VPB,0,Neutral
2026-01-31,HDB,2,Long
2026-01-31,VIB,0,Neutral
2026-01-31,TPB,0,Neutral
2026-01-31,STB,2,Long
2026-01-31,SHB,2,Long
2026-01-31,LPB,2,Long
2026-01-31,SSB,1,Short
2026-01-31,MSB,0,Neutral
2026-01-31,OCB,1,Short
2026-01-31,NAB,2,Long
2026-01-31,BAB,1,Short
2026-01-31,KLB,0,Neutral
2026-01-31,PGB,0,Neutral
2026-01-31,VAB,2,Long
2026-01-31,VBB,0,Neutral
2026-01-31,SGB,1,Short
2026-01-31,ABB,0,Neutral
2026-01-31,BVB,1,Short
2026-02-28,VCB,1,Short
2026-02-28,BID,1,Short
2026-02-28,CTG,1,Short
2026-02-28,MBB,0,Long
2026-02-28,TCB,0,Long
2026-02-28,ACB,1,Short
2026-02-28,VPB,2,Neutral
2026-02-28,HDB,0,Long
2026-02-28,VIB,2,Neutral
2026-02-28,TPB,2,Neutral
2026-02-28,STB,0,Long
2026-02-28,SHB,0,Long
2026-02-28,LPB,0,Long
2026-02-28,SSB,1,Short
2026-02-28,MSB,2,Neutral
2026-02-28,OCB,1,Short
2026-02-28,NAB,0,Long
2026-02-28,BAB,1,Short
2026-02-28,KLB,2,Neutral
2026-02-28,PGB,2,Neutral
2026-02-28,VAB,2,Neutral
2026-02-28,VBB,2,Neutral
2026-02-28,SGB,1,Short
2026-02-28,ABB,2,Neutral
2026-02-28,BVB,1,Short
2026-03-31,VCB,1,Short
2026-03-31,BID,0,Neutral
2026-03-31,CTG,2,Long
2026-03-31,MBB,2,Long
2026-03-31,TCB,2,Long
2026-03-31,ACB,1,Short
2026-03-31,VPB,0,Neutral
2026-03-31,HDB,2,Long
2026-03-31,VIB,1,Short
2026-03-31,TPB,0,Neutral
2026-03-31,STB,2,Long
2026-03-31,SHB,2,Long
2026-03-31,LPB,2,Long
2026-03-31,SSB,1,Short
2026-03-31,MSB,0,Neutral
2026-03-31,OCB,1,Short
2026-03-31,NAB,2,Long
2026-03-31,BAB,1,Short
2026-03-31,KLB,0,Neutral
2026-03-31,PGB,0,Neutral
2026-03-31,VAB,2,Long
2026-03-31,VBB,0,Neutral
2026-03-31,SGB,1,Short
2026-03-31,ABB,0,Neutral
2026-03-31,BVB,1,Short
2026-04-30,VCB,0,Short
2026-04-30,BID,2,Neutral
2026-04-30,CTG,1,Long
2026-04-30,MBB,1,Long
2026-04-30,TCB,1,Long
2026-04-30,ACB,0,Short
2026-04-30,VPB,2,Neutral
2026-04-30,HDB,1,Long
2026-04-30,VIB,0,Short
2026-04-30,TPB,2,Neutral
2026-04-30,STB,1,Long
2026-04-30,SHB,1,Long
2026-04-30,LPB,1,Long
2026-04-30,SSB,0,Short
2026-04-30,MSB,2,Neutral
2026-04-30,OCB,0,Short
2026-04-30,NAB,1,Long
2026-04-30,BAB,0,Short
2026-04-30,KLB,2,Neutral
2026-04-30,PGB,2,Neutral
2026-04-30,VAB,1,Long
2026-04-30,VBB,0,Short
2026-04-30,SGB,0,Short
2026-04-30,ABB,2,Neutral
2026-04-30,BVB,0,Short
2026-05-31,VCB,1,Short
2026-05-31,BID,0,Neutral
2026-05-31,CTG,1,Short
2026-05-31,MBB,2,Long
2026-05-31,TCB,2,Long
2026-05-31,ACB,1,Short
2026-05-31,VPB,0,Neutral
2026-05-31,HDB,2,Long
2026-05-31,VIB,1,Short
2026-05-31,TPB,0,Neutral
2026-05-31,STB,2,Long
2026-05-31,SHB,2,Long
2026-05-31,LPB,2,Long
2026-05-31,SSB,1,Short
2026-05-31,MSB,0,Neutral
2026-05-31,OCB,1,Short
2026-05-31,NAB,2,Long
2026-05-31,BAB,1,Short
2026-05-31,KLB,0,Neutral
2026-05-31,PGB,0,Neutral
2026-05-31,VAB,2,Long
2026-05-31,VBB,1,Short
2026-05-31,SGB,1,Short
2026-05-31,ABB,2,Long
2026-05-31,BVB,1,Short
