Date,RF_monthly,MKT,TAN,BL,BL_KIO,EW
2017-08-31,0.004833333333333333,-0.02659180874765718,0.021802845661749965,-0.03993204181728901,-0.050765065644986104,-0.024700400359499212
2017-09-30,0.004833333333333333,0.008599805907113504,0.01761384161644304,0.004048225488289497,0.007288448507262717,0.0140800140872162
2017-10-31,0.004833333333333333,0.05992118818052248,0.050254554762802515,0.06017314077078372,-0.020522288095033234,0.01732630090649393
2017-11-30,0.004833333333333333,0.18440862734914198,0.1527303272872224,0.21010299504019952,0.1757804086166067,0.18707063981615046
2017-12-31,0.004833333333333333,0.04808973902610535,0.05063167578487399,0.03446429705599389,-0.011363945389318652,0.01888413100604886
2018-01-31,0.0038166666666666666,0.24375227380062725,0.23053460452067737,0.23073017534549917,0.2679756373336441,0.2670984122910613
2018-02-28,0.0038166666666666666,0.12033682482596302,0.099277003810371,0.146808891612238,0.13448747197216995,0.0984733058485817
2018-03-31,0.0038166666666666666,0.016709568539018,0.017842266840320458,0.025481799811421305,0.04164406155952893,0.020542663916024467
2018-04-30,0.0038166666666666666,-0.14673280822539145,-0.12626360214106608,-0.15163458678648445,-0.13805867721065507,-0.1318490084086445
2018-05-31,0.0038166666666666666,-0.11488584649689958,-0.0732548722315243,-0.12468548655742107,-0.11464032052453073,-0.11176380844442421
2018-06-30,0.0038166666666666666,-0.032585556385539415,-0.05306943248787591,-0.044853154606864704,-0.06371386935447061,-0.06996238327685338
2018-07-31,0.0038166666666666666,0.007451844451216417,0.02262156652807183,-0.0030208656891643503,-0.005468135835358529,0.006365792622867818
2018-08-31,0.0038166666666666666,0.12303740083138527,0.06096637309140153,0.15731830525489593,0.17230434619730636,0.09576815458396837
2018-09-30,0.0038166666666666666,0.018549210293794187,0.002697070252325296,0.03270501823676429,0.012966682243979384,0.040664211721111516
2018-10-31,0.0038166666666666666,-0.1217961764957484,-0.09598235731299623,-0.1329586978757412,-0.1264616210494036,-0.11574111190786832
2018-11-30,0.0038166666666666666,0.007542286128877456,-0.013141704067558225,0.010402411399342264,-0.0046202607924752314,-0.005716589946049224
2018-12-31,0.0038166666666666666,-0.01857802316370472,-0.04581660165777173,-0.03188716698810173,-0.051437831292353416,-0.03754994668955901
2019-01-31,0.0038166666666666666,0.0129803688350464,0.0480888829494226,0.0012755947105715284,-0.0009350095464397248,0.021086192449321018
2019-02-28,0.0038166666666666666,0.041453563220336866,0.019705063025864788,0.04691606081514248,0.034639989999909394,0.024012453188633254
2019-03-31,0.0038166666666666666,0.08747377915469438,0.06302806948839026,0.08830085747475871,0.07479543748997632,0.052150772269424765
2019-04-30,0.0038166666666666666,-0.009914596730649209,-0.0023352318151562434,-0.022470959000836798,-0.007964709809015065,-0.014231595290964134
2019-05-31,0.0038166666666666666,-0.04029420237493994,-0.036642061304857,-0.04914753368616026,-0.03386568127048983,-0.045280122356218144
2019-06-30,0.0038166666666666666,0.01881566289653821,0.015485676297903057,0.0016175997294502322,0.004368757899717246,-0.006345296558131747
2019-07-31,0.0038166666666666666,0.10357279558156512,0.07935820067857256,0.09224879723123831,0.09916105048816284,0.04576794466218807
2019-08-31,0.0038166666666666666,0.003178444513130131,0.004125695297568803,0.006535747672271915,0.014018109507097818,-0.0032066342388839928
2019-09-30,0.0038166666666666666,0.04438227475168229,0.05439503403425403,0.04006859348594533,0.05384262224150432,0.04261337894076297
2019-10-31,0.0038166666666666666,0.04766879390013883,0.035522130796028374,0.042767291214599476,0.044811288190334385,0.028979736799328523
2019-11-30,0.0038166666666666666,-0.019920479429416778,-0.028705394784721203,-0.026222367178508347,-0.023995546033749017,-0.04267600007717
2019-12-31,0.0038166666666666666,0.06745026751104827,0.011788129372656109,0.07143941410850493,0.045881868894981595,0.032970301550964344
2020-01-31,0.0025,0.040051797288958864,0.009322234035903886,0.09148702856514697,0.08120771880380451,0.06401355725257656
2020-02-29,0.0025,-0.047791871398790264,-0.04117514434647227,-0.006447011902813856,-0.026162036587226045,0.0891941280958949
2020-03-31,0.0025,-0.2761067231928702,-0.3008684779492897,-0.27870047938649156,-0.2879654207605157,-0.24025498477725235
2020-04-30,0.0025,0.13755523747130916,0.1505894597471726,0.14607002858439624,0.1345147763406421,0.17849041732217089
2020-05-31,0.0025,0.16875612547517302,0.08950434200270668,0.1626408738779395,0.06818226769040288,0.10403824008434066
2020-06-30,0.0025,-0.04692597365756898,-0.05545224756157897,-0.04130916824618979,-0.015210490665986542,-0.018955449058087256
2020-07-31,0.0025,-0.040333398614962115,-0.05331547169835795,-0.033924278782176236,-0.05145855139174486,-0.035201269340782534
2020-08-31,0.0025,0.12180053347725557,0.11410570784618286,0.13679134174469704,0.14648910158592698,0.14658440599311193
2020-09-30,0.0025,0.03401232112358805,0.05437064944693608,0.03436205824282536,0.13094341079849164,0.09757746244407754
2020-10-31,0.0025,-0.000660808917726102,0.013750925712247413,-0.004957286617134925,0.01735943952194531,0.034210980360990795
2020-11-30,0.0025,0.11447101391964089,0.09142608579910201,0.11742575544953573,0.10958074962350581,0.10725378700657963
2020-12-31,0.0025,0.10063785022656148,0.15731848511494104,0.12056819464741572,0.12892499247970748,0.13994266734282937
2021-01-31,0.002108333333333333,-0.07875456284428137,-0.08081083284922004,-0.10118955439141099,-0.03235469847868478,-0.0629292332520599
2021-02-28,0.002108333333333333,0.1284244398014373,0.10444514613151515,0.152872685481995,0.13255135624267367,0.14491320058616577
2021-03-31,0.002108333333333333,0.04392901020355384,0.19555787838077587,0.059057516692262474,0.23824930913596767,0.14755844429130957
2021-04-30,0.002108333333333333,0.06968600746745988,0.08766838221691788,0.08979889752232523,0.15521819100365544,0.08930168051495511
2021-05-31,0.002108333333333333,0.1547161781022912,0.22095703065380506,0.23772558279314135,0.2011902273461364,0.23370871092734807
2021-06-30,0.002108333333333333,0.04494682626435354,0.0046654954596853275,-0.011438570273489615,-0.0682636238313825,-0.004646654530713328
2021-07-31,0.002108333333333333,-0.11311582728611612,-0.12332822039374458,-0.11746840221331722,-0.09447751003427214,-0.09112404851602367
2021-08-31,0.002108333333333333,-0.03462487535302354,-0.037529762553661326,-0.03421491749224786,-0.038708246302658254,-0.04476431204951016
2021-09-30,0.002108333333333333,0.0009958557007852802,0.011399835381346523,0.0036580894982832677,-0.028557740217673558,0.004184838447156803
2021-10-31,0.002108333333333333,0.030574845933735283,0.031963852877550686,0.03122435486750667,0.03239933082436573,0.0401203578585923
2021-11-30,0.002108333333333333,0.03291072601757596,0.05750396318501303,0.04867282179475545,0.05913712331498905,0.05247470444549568
2021-12-31,0.002108333333333333,0.02076641173074993,0.08329093619400342,0.009687766869128216,0.03156969434431624,0.032871555626631556
2022-01-31,0.0033333333333333335,0.10425736475645879,0.031341224172634075,0.10355952180348364,0.035039962071633124,0.07622618282895836
2022-02-28,0.0033333333333333335,-0.04340761123363591,-0.01938754142901082,-0.05102633507982859,-0.0202497538004277,-0.03816039967799686
2022-03-31,0.0033333333333333335,-0.020614681149617255,-0.022193263444865254,-0.021088935444789885,0.0636830915170086,0.004650506441322049
2022-04-30,0.0033333333333333335,-0.08278721329088004,-0.1473765952992033,-0.0994232733063185,-0.10749016271583274,-0.109177010473148
2022-05-31,0.0033333333333333335,-0.07244934464696108,-0.10355117380983661,-0.07493514734760298,-0.04157350839761424,-0.08141411350101597
2022-06-30,0.0033333333333333335,-0.06843229378327444,-0.13600705253585227,-0.0648733407979854,-0.08278491242916991,-0.08776223702966082
2022-07-31,0.0033333333333333335,0.04429244161270694,0.09031563106016831,0.05420425125490351,0.06571512129507207,0.05926155894073065
2022-08-31,0.0033333333333333335,0.07403889118042356,0.013024261096797366,0.06416454679998378,0.08815260268607732,0.05077251910555399
2022-09-30,0.0033333333333333335,-0.14346649411429296,-0.12778039283643466,-0.16022131729989994,-0.13871599524883974,-0.1367345862018623
2022-10-31,0.0033333333333333335,-0.053868357584327634,-0.05715303931402055,-0.07205305543837114,-0.007416700296995004,-0.08450280759742235
2022-11-30,0.0033333333333333335,0.08320045812186522,-0.08461880203922229,0.09858175937585881,0.02979353210226003,0.028596210359385914
2022-12-31,0.0033333333333333335,-0.0067431518862456396,-0.07964334137893733,0.037582680521695104,0.00917700403050775,-0.010396386195498895
2023-01-31,0.002916666666666667,0.14811816915957526,0.15756072103646457,0.13971057578532864,0.1496937496778872,0.1524931107228502
2023-02-28,0.002916666666666667,-0.04765648180289685,-0.08025457970207023,-0.08969702692368176,-0.05259956104674672,-0.06173539266151094
2023-03-31,0.002916666666666667,0.04718384442799612,0.07017201749770338,0.09178044089481188,0.05081732850032595,0.05251546729647809
2023-04-30,0.002916666666666667,-0.020110489629501432,-0.0375219671781562,-0.03370834078061703,-0.021901489292480262,-0.006775972623134077
2023-05-31,0.002916666666666667,0.021645092851639895,0.03166287494532668,0.011124578728154273,0.019516760853419694,0.023716094811925187
2023-06-30,0.002916666666666667,0.0465730513893862,0.048781608278865865,0.05020264399341365,0.04527925558986776,0.05636627674762224
2023-07-31,0.002916666666666667,0.07293336004906631,0.058159629787047036,0.06790568562237334,0.04436141134760514,0.06479236401728333
2023-08-31,0.002916666666666667,-0.0026168913952347617,0.011854455975083793,0.0036214739202074424,0.02989953513531931,0.016439273046599312
2023-09-30,0.002916666666666667,-0.031677215154101615,-0.030950468973764182,-0.02910598831988754,-0.0390447567435176,-0.04586949331742087
2023-10-31,0.002916666666666667,-0.05983495932152784,-0.0035306477906379046,-0.08178379180604517,-0.05435390771204113,-0.07582430198295957
2023-11-30,0.002916666666666667,0.024465259886433256,0.00988950340986335,0.048242115437527884,0.018884107862535623,0.04446047921488485
2023-12-31,0.002916666666666667,0.023526546558541847,0.008199124017914242,0.05886229365749611,0.02975385189796646,0.03621353070749849
2024-01-31,0.00255,0.09194301295230028,0.07580123791088311,0.10565427735643071,0.09987293620609165,0.0727109860416944
2024-02-29,0.00255,0.09584192117855862,0.04303781211614393,0.08422872025614235,0.05150583493001651,0.06579798913059509
2024-03-31,0.00255,0.0038485247984003513,0.003878801264521175,0.023683341840940904,0.006890430520294071,0.004252287171030361
2024-04-30,0.00255,-0.04866306275538484,-0.01303751531419049,-0.08591255734070832,0.017272795398345447,-0.029587254469868065
2024-05-31,0.00255,-0.0036623283294464756,0.0026420234546803054,-0.015399476245628015,0.010147988439655064,0.022504650624900962
2024-06-30,0.00255,-0.01877517375998261,-0.022560743620438216,-0.013975394333267558,-0.039006775345298,-0.012736401820873069
2024-07-31,0.00255,0.048633827492912306,0.05278975629084819,0.04507331106257241,0.047735458592895956,0.037202961807716706
2024-08-31,0.00255,0.025286612036625265,0.05197514787296752,0.028461405337813127,0.0331353778971893,0.018477622470394618
2024-09-30,0.00255,0.026921368151890977,0.012137931045309322,0.04621158983377275,0.03665091061032427,0.039055207867974444
2024-10-31,0.00255,-0.008231199083650394,-0.015224106261172106,-0.005341491588853466,0.010314333226726712,-0.024801958856510938
2024-11-30,0.00255,-0.02001315995678722,-0.02191073387071877,-0.035836251854649864,-0.008477574145830708,-0.022484408389621412
2024-12-31,0.00255,0.01830862574191079,0.093132343842367,0.037369828268817656,0.04057596579581339,0.030246608571714757
2025-01-31,0.0025833333333333333,0.01884117087644864,0.04950588579692747,0.02754994484275594,0.06368990817419015,0.011546358267872536
2025-02-28,0.0025833333333333333,0.028168456122861115,0.014632738726053406,0.033277971945194544,0.03936779423918794,0.045351897802971046
2025-03-31,0.0025833333333333333,0.0007564934359552742,-0.03928806123441038,0.028048496507036603,-0.024999172649941136,0.0002478536296441401
2025-04-30,0.0025833333333333333,-0.07686145849020186,-0.054662052536779894,-0.006372701794576126,-0.035207820810507884,-0.04869515059519321
2025-05-31,0.0025833333333333333,0.04213554106094427,0.0261545129406105,0.0729304907433258,0.040975145730665574,0.0774627851319182
2025-06-30,0.0025833333333333333,0.0386058195656848,0.01889425884059608,0.086495210437288,0.0637880497056994,0.029487122810368707
2025-07-31,0.0025833333333333333,0.10102429087333226,0.08619486496991526,0.05009234116479746,0.11597191632992834,0.15646714565887637
2025-08-31,0.0025833333333333333,0.1914552903839405,0.17410919883156048,0.2039899333105558,0.09255637498301196,0.15576844806254916
2025-09-30,0.0025833333333333333,-0.0618451007338879,-0.02685364496825606,-0.059048659335723196,-0.02057920072009754,-0.05900289998156966
2025-10-31,0.0025833333333333333,-0.04222553216752566,-0.006631800047806151,-0.06304753679120571,0.0242782643255346,-0.019916085924142637
2025-11-30,0.0025833333333333333,-0.01988382919118371,-0.018711145875735188,-0.00029564265118601834,-0.014663735258598874,-0.016465362386464826
2025-12-31,0.0025833333333333333,0.025235546840244334,-0.006659014023234105,0.016313084369562705,0.05338196383930737,0.016349124345524862
2026-01-31,0.0036249999999999998,0.09817652274249507,0.0006218261135107048,0.08402338732383689,-0.015151740130904765,0.03410066089828685
2026-02-28,0.0036249999999999998,-0.023014243636909886,0.007063677375060183,-0.002490279332904202,0.01309316318839791,-0.004317704504397369
2026-03-31,0.0036249999999999998,-0.09396705070899898,-0.0647497293711724,-0.10492057090973253,-0.06352942647544023,-0.06343226050641175
2026-04-30,0.0036249999999999998,0.029590939324554817,0.09154054064386868,0.008011522518311262,0.03329143298445716,0.03621230049387966
2026-05-31,0.0036249999999999998,0.029712082687224983,0.07932053322987107,0.019269263230901234,0.01029140736104026,0.011828406407825126
